,id,title,address,coordinate,tel,p,c,d,longitude,latitude
21,21,北京分胜电动车销售有限公司,北京市朝阳区金台里25号楼下新日电动车,"116.478353,39.918488",13552565198,北京市,北京市市辖区,朝阳区,116.478353,39.918488
22,22,北京孙海岗五金商店,北京市朝阳区管庄西里74号楼新日电动车,"116.584494,39.914089",13691305869,北京市,北京市市辖区,朝阳区,116.584494,39.914089
23,23,北京机场生活区新日专卖店,北京市朝阳区机场生活区,"116.595204,40.046349",13611265692%uFF1B13381125021,北京市,北京市市辖区,朝阳区,116.595204,40.046349
24,24,北京盛浩欣商贸中心(直营),北京市朝阳区曙光里29号楼,"116.450506,39.9659",13681214933,北京市,北京市市辖区,朝阳区,116.450506,39.9659
25,25,北京市石佛营（陈大志）(直营),北京市朝阳区石佛营西路,"116.500456,39.929808",13911129632,北京市,北京市市辖区,朝阳区,116.500456,39.929808
26,26,北京市朝阳区（魏长海）(直营),北京市朝阳区十里河桥向西500米,"116.458668,39.866167",18911655190,北京市,北京市市辖区,朝阳区,116.458668,39.866167
27,27,北京北苑经销商(直营),北京市朝阳区北苑路6号,"116.41465,40.042571",13522509588%uFF1B13693329726,北京市,北京市市辖区,朝阳区,116.41465,40.042571
28,28,北京朝阳区双桥（田青）(直营),北京市朝阳区双桥新发地批发市场,"116.5845,39.892",13521562258%uFF1B13693534044,北京市,北京市市辖区,朝阳区,116.5845,39.892
29,29,北京市朝阳区南皋路（范世豪）(直营),北京市朝阳区南皋路38号,"116.517567,40.001269",13269875222%uFF1B13269875222,北京市,北京市市辖区,朝阳区,116.517567,40.001269
30,30,北京朝阳区王四营桥涂氏车业,北京朝阳区王四营桥东新东郊商城C310,"116.535798,39.867647",13366433747%uFF1B13311053122,北京市,北京市市辖区,朝阳区,116.535798,39.867647
31,31,北京朝阳区静安里（褚松西）(直营),北京朝阳区静安里15号1门104室,"116.447242,39.958355",15810577677,北京市,北京市市辖区,朝阳区,116.447242,39.958355
32,32,石春辉(直营),北京市朝阳区垡头天宝旧货西门,"116.510361,39.8705",13552669795,北京市,北京市市辖区,朝阳区,116.510361,39.8705
33,33,北京元盛楼商贸有限公司,北京朝阳区东四环东风北桥向东300米,"116.487788,39.957422",15811007888,北京市,北京市市辖区,朝阳区,116.487788,39.957422
34,34,北京团结湖北二条新日专卖店,北京市朝阳区团结湖北二条18号楼二单元102室,"116.465523,39.932499",15321599310,北京市,北京市市辖区,朝阳区,116.465523,39.932499
35,35,北京大威隆鑫商贸有限公司,北京市朝阳区广渠门外大街路北（双井桥西600米路  北）,"116.456294,39.893814",18910681669,北京市,北京市市辖区,朝阳区,116.456294,39.893814
36,36,北京成汇残疾人用品有限公司朝阳分公司,北京朝阳区朝阳北路万象新天底商,"116.592625,39.929802",18611131833,北京市,北京市市辖区,朝阳区,116.592625,39.929802
37,37,十里河新日专卖店,十八里店镇,"116.46286189556122,39.86054249321649",18911655190,北京市,北京市市辖区,朝阳区,116.46286189556122,39.86054249321649
38,38,北京鑫龙来商贸中心,北京朝阳区酒仙桥路11号,"116.489418,39.979703",18600063372,北京市,北京市市辖区,朝阳区,116.489418,39.979703
39,39,十里河姜海燕,北京市朝阳区十八里店镇左安路左安东路加气站,"116.455972,39.867049",%u59DC%u6D77%u71D513011188021,北京市,北京市市辖区,朝阳区,116.455972,39.867049
40,40,北京市朝阳区金盏乡张贵祥自行车修理部,北京市朝阳区金盏镇金港南路6号,"116.570172,40.011746",13693185541,北京市,北京市市辖区,朝阳区,116.570172,40.011746
41,41,北京市朝阳区金盏乡果丽山五金销售中心,北京市朝阳区金盏镇金盏地区东村社区卫生站,"116.581419,40.006331",18410133558,北京市,北京市市辖区,朝阳区,116.581419,40.006331
42,42,北京王茹贵电动自行车商店,北京市右安门外大街63号,"116.364,39.862772",13522268087,北京市,北京市市辖区,丰台区,116.364,39.862772
43,43,北京南宫起点自行车销售中心,北京市丰台区南宫商业街休闲广场北侧路东（南宫店）,"116.150523,39.805613",13811272183%uFF1B13699273805,北京市,北京市市辖区,丰台区,116.150523,39.805613
44,44,北京庆龙春自行车商店,北京市丰台区大红门176号（丰台大红门）,"116.404809,39.822506",13717942315,北京市,北京市市辖区,丰台区,116.404809,39.822506
45,45,北京市绿安福达电动车销售中心(直营),北京市丰台区马家堡西路南甲1号,"116.370655,39.840938",15330278203%uFF1B13718093120,北京市,北京市市辖区,丰台区,116.370655,39.840938
46,46,北京永盛宏辉商贸中心,北京市丰台区西马场南里二区24号楼,"116.379133,39.837508",13520830758,北京市,北京市市辖区,丰台区,116.379133,39.837508
47,47,北京美琪腾飞电动车行,北京市丰台区定安西里22号22楼北侧,"116.41369,39.857627",13001908310,北京市,北京市市辖区,丰台区,116.41369,39.857627
48,48,北京龙玉兴达自行车商店,北京市丰台区长辛店镇,"116.209788,39.840925",18301079388,北京市,北京市市辖区,丰台区,116.209788,39.840925
49,49,北京年华广告制作有限公司,北京市丰台区西站南路大鸭梨酒店对面,"116.320584,39.874661",17701378468,北京市,北京市市辖区,丰台区,116.320584,39.874661
50,50,北京兴化明达商贸中心(直营),北京丰台区青塔西路1号西南第三间,"116.264307,39.894538",13331177173%uFF1B15510131662,北京市,北京市市辖区,丰台区,116.264307,39.894538
51,51,北京宗盛路通商贸有限公司(直营),北京市丰台区郑常庄105号,"116.274472,39.893288",1521101087,北京市,北京市市辖区,丰台区,116.274472,39.893288
52,52,郑林勇(直营),丰台区正阳大街,"116.292451,39.850209",13391731168,北京市,北京市市辖区,丰台区,116.292451,39.850209
53,53,北京丰台区角门北路（吴享舟）(直营),北京市丰台区角门北路晨光小区底商甲2号商铺,"116.375108,39.84894",13366325618,北京市,北京市市辖区,丰台区,116.375108,39.84894
54,54,北京双庙(直营),北京市丰台区南顶路17路终点站双庙西行50米路南,"116.433135,39.838",13521069256%uFF1B13240227968,北京市,北京市市辖区,丰台区,116.433135,39.838
55,55,王志强(直营),北京市丰台区正阳大街丰台火车站西侧路南,"116.28978,39.848212",13717584448%uFF0C15910957822%uFF0C13522631890,北京市,北京市市辖区,丰台区,116.28978,39.848212
56,56,北京捷成利达自行车商店,北京市丰台区杜家坎南路33号,"116.209461,39.834163",13521387978,北京市,北京市市辖区,丰台区,116.209461,39.834163
57,57,北京世纪日盛商贸有限公司(直营),北京丰台区丽泽桥南,"116.312541,39.867564",18611519600,北京市,北京市市辖区,丰台区,116.312541,39.867564
58,58,北京成寿寺新日专卖店(直营),北京成寿寺路97号,"116.446002,39.846964",13520061917,北京市,北京市市辖区,丰台区,116.446002,39.846964
59,59,西红门新日,南苑乡,"116.36692464351655,39.794354622893295",13121318996,北京市,北京市市辖区,丰台区,116.36692464351655,39.794354622893295
60,60,北京润龙腾达电子有限公司,北京市丰台区东高地南大红门路8、12号底商,"116.41741,39.804453",13701173186,北京市,北京市市辖区,丰台区,116.41741,39.804453
61,61,西站南路新日专卖店,卢沟桥乡,"116.32141292095184,39.8747040784142",17701378468,北京市,北京市市辖区,丰台区,116.32141292095184,39.8747040784142
62,62,丰台火车站新日,丰台街道,"116.2864597141743,39.84776388416465",13911077448,北京市,北京市市辖区,丰台区,116.2864597141743,39.84776388416465
63,63,北京顺达路通商贸有限公司,北京石景山区杨庄东街21号,"116.196964,39.928473",18911667657,北京市,北京市市辖区,石景山区,116.196964,39.928473
64,64,北京鑫泰利发商贸有限公司(直营),北京石景山区古城大街6号,"116.186923,39.914813",13521556028,北京市,北京市市辖区,石景山区,116.186923,39.914813
65,65,北京南山飞鸿商贸有限公司,北京市石景山区老古城大楼9号楼底商1号,"116.18239,39.907839",15010871814,北京市,北京市市辖区,石景山区,116.18239,39.907839
66,66,鲁谷路新日,鲁谷街道,"116.22117742896081,39.89958116009062",13391731168,北京市,北京市市辖区,石景山区,116.22117742896081,39.89958116009062
67,67,北京华中联合技术中心,北京海淀区高粱桥斜街59号院6号楼1002,"116.344725,39.945786",13501188083,北京市,北京市市辖区,海淀区,116.344725,39.945786
68,68,北京骏燕安达商贸有限公司,北京市海淀区苏州桥南十字路口100米金州大厦门前,"116.306823,39.963176",18911667283,北京市,北京市市辖区,海淀区,116.306823,39.963176
69,69,北京安驰龙飞自行车销售部(直营),北京市海淀区清景园小区4号楼底商（新日电动车）,"116.35139,40.030231",13366068570%uFF1B18910266177,北京市,北京市市辖区,海淀区,116.35139,40.030231
70,70,北京亚骑士自行车经营部,北京市海淀区龙翔路32号,"116.371361,39.981761",15611802220%uFF1B13910131156,北京市,北京市市辖区,海淀区,116.371361,39.981761
71,71,北京顺通明博商贸有限公司,北京海淀区清华西门水磨西街9号,"116.314738,40.002007",13661373266,北京市,北京市市辖区,海淀区,116.314738,40.002007
72,72,北京保忠中海商贸有限公司,北京市海淀区苏家坨镇西小营路西,"116.153824,40.074238",13651051957,北京市,北京市市辖区,海淀区,116.153824,40.074238
73,73,天津雷利来商贸有限公司,北京市海淀区田村路半壁店234号,"116.268504,39.929087",18600063372,北京市,北京市市辖区,海淀区,116.268504,39.929087
74,74,北京盛宏通达自行车修理部,北京海淀区安宁庄东路幸福超市北100米,"116.332637,40.041758",13436496807,北京市,北京市市辖区,海淀区,116.332637,40.041758
75,75,北京君越酷商店,北京市海淀区增光路25号,"116.326431,39.928298",13811458151,北京市,北京市市辖区,海淀区,116.326431,39.928298
76,76,谢双云,北京市海淀区韩家川东方绿都市场,"116.246901,40.044307",13240790526,北京市,北京市市辖区,海淀区,116.246901,40.044307
77,77,北京宋相森自行车修理部,北京市海淀区清河安宁庄东路18号22号平房,"116.331634,40.043037",13641011686,北京市,北京市市辖区,海淀区,116.331634,40.043037
78,78,北京迅驰天地商贸公司(直营),北京海淀区北三环联想桥肃宁电器南门,"116.334247,39.967589",15601044368,北京市,北京市市辖区,海淀区,116.334247,39.967589
79,79,北京中启盛科贸有限公司,北京市海淀区永定路45号,"116.264362,39.897848",13261165358,北京市,北京市市辖区,海淀区,116.264362,39.897848
80,80,北京路顺畅达咨询中心(直营),北京市海淀区清华东路2号中国农业大学科贸楼A座104号,"116.352794,40.006294",13552808789,北京市,北京市市辖区,海淀区,116.352794,40.006294
81,81,北京德然梓竣自行车经营部(直营),北京市海淀区上庄镇千禧龙腾购物广场,"116.215342,40.096793",13661238097,北京市,北京市市辖区,海淀区,116.215342,40.096793
82,82,北京通越世纪商贸有限公司(直营),北京市海淀区北沙滩桥西南角恒兴业106号,"116.369923,40.001531",13146170130%uFF1B18910378271,北京市,北京市市辖区,海淀区,116.369923,40.001531
83,83,杨自淼(直营),北京市海淀区清河镇永泰西里3号楼,"116.35657,40.032762",15910969408,北京市,北京市市辖区,海淀区,116.35657,40.032762
84,84,苏斌(直营),北京市海淀区田村路,"116.241201,39.929274",13911823122,北京市,北京市市辖区,海淀区,116.241201,39.929274
85,85,联想桥苏宁店,中关村街道,"116.33546635508537,39.96832456307355",18911852423,北京市,北京市市辖区,海淀区,116.33546635508537,39.96832456307355
86,86,永泰庄新日电动车,西三旗街道,"116.34878084063529,40.032170773996064",18610011095,北京市,北京市市辖区,海淀区,116.34878084063529,40.032170773996064
87,87,北京捷利通达商贸有限公司,北京市海淀区田村路23号,"116.266174,39.929414",13661377189,北京市,北京市市辖区,海淀区,116.266174,39.929414
88,88,祥成自行车修理部,山口路与温泉路交叉口西北100米,"116.159967,40.052768",13121691747,北京市,北京市市辖区,海淀区,116.159967,40.052768
89,89,北京鸿伟钦琪电动车销售中心,北京门头沟区永兴嘉园底商北1号,"116.113293,39.913019",13120174760,北京市,北京市市辖区,门头沟区,116.113293,39.913019
90,90,北京家康自行车修理部,北京门头沟区石门营A4-5号楼底层,"116.109337,39.894408",18710059160,北京市,北京市市辖区,门头沟区,116.109337,39.894408
91,91,北京世纪日盛商贸有限公司,北京市房山城关农林路东侧永兴园新日电动车,"115.985371,39.689028",18611519600,北京市,北京市市辖区,房山区,115.985371,39.689028
92,92,窦店新日专卖店,窦店镇,"116.06993570923808,39.64391008386651",132 6347 6058,北京市,北京市市辖区,房山区,116.06993570923808,39.64391008386651
93,93,琉璃河新日专卖店,琉璃河镇,"116.03595212101938,39.60075318180366",18301287375,北京市,北京市市辖区,房山区,116.03595212101938,39.60075318180366
94,94,长沟新日专卖店,长沟镇,"115.89900255203248,39.57835115216735",110111197008114224,北京市,北京市市辖区,房山区,115.89900255203248,39.57835115216735
95,95,张坊新日专卖店,张坊镇,"115.7091584801674,39.578863846479145",18911667032,北京市,北京市市辖区,房山区,115.7091584801674,39.578863846479145
96,96,坨里新日专卖店,青龙湖镇,"116.0335595905781,39.7778152144811",13651383851,北京市,北京市市辖区,房山区,116.0335595905781,39.7778152144811
97,97,大石窝新日,大石窝镇,"115.81884875893594,39.56155211417723",13311127606,北京市,北京市市辖区,房山区,115.81884875893594,39.56155211417723
98,98,良乡新日,拱辰街道,"116.14039599895479,39.72721184305861",18611491668,北京市,北京市市辖区,房山区,116.14039599895479,39.72721184305861
99,99,闫村新日,北京市房山区城关街道城洪路s6栋中国铁建原香嘉苑,"115.97099,39.714212",18701199684,北京市,北京市市辖区,房山区,115.97099,39.714212
100,100,新街新日电动车,北京市房山区周口店镇新街村,"115.939042,39.657871",15201066788,北京市,北京市市辖区,房山区,115.939042,39.657871
101,101,北京通漷兴隆超市(直营),北京市通州区漷县镇漷县村东口,"116.782584,39.776317",13436965955,北京市,北京市市辖区,通州区,116.782584,39.776317
102,102,北京鹏立生辉商贸有限公司,北京市通州区马桥北街218号,"116.5473,39.762976",13718615257,北京市,北京市市辖区,通州区,116.5473,39.762976
103,103,北京乔庄陈洪自行车商店,北京市通州区乔庄北街253号新日电动车专卖店,"116.683425,39.89603",13901033758,北京市,北京市市辖区,通州区,116.683425,39.89603
104,104,北京安峰顺电动自行车销售部,北京市通州区佟麟阁街11号,"116.657762,39.904745",15801311588,北京市,北京市市辖区,通州区,116.657762,39.904745
105,105,北京马桥京铃电动车销售中心(直营),北京市通州区马驹桥莲水怡园208号,"116.547581,39.763174",13521514235,北京市,北京市市辖区,通州区,116.547581,39.763174
106,106,北京市远霸自行车商店(直营),北京市通州区潞城镇胡各庄村北街15号,"116.728979,39.915848",15201049566,北京市,北京市市辖区,通州区,116.728979,39.915848
107,107,北京通州区西集镇（樊品）,北京市通州区西集镇西集村18号,"116.881143,39.817429",15117979969,北京市,北京市市辖区,通州区,116.881143,39.817429
108,108,梨园新日,梨园镇,"116.67063251137732,39.87577961359754",15601175026,北京市,北京市市辖区,通州区,116.67063251137732,39.87577961359754
109,109,西集张军车行,北京市通州区西集镇新王庄村,"116.844411,39.78487",18311479832,北京市,北京市市辖区,通州区,116.844411,39.78487
110,110,北京成通峰顺电动自行车销售中心,北京市顺义区后沙峪镇顺义四中分校南50米,"116.544116,40.115413",13439332846,北京市,北京市市辖区,顺义区,116.544116,40.115413
111,111,北京金比特超市,北京市顺义区中山东街胜利小区20-2新日电动车专卖店,"116.652853,40.136938",13901287392,北京市,北京市市辖区,顺义区,116.652853,40.136938
112,112,北京顺义区赵全营镇（何月明）(直营),北京顺义区赵全营镇市场东50米路北,"116.593395,40.212179",13436831595,北京市,北京市市辖区,顺义区,116.593395,40.212179
113,113,北京市顺义区杨镇（高荣华）(直营),北京市顺义区杨镇三街北门外大街87号,"116.821208,40.158976",13716875503,北京市,北京市市辖区,顺义区,116.821208,40.158976
114,114,北京顺义区北小营（袁黎明）(直营),北京市顺义区北小营镇南4号村委会对面,"116.70209,40.212813",13683129138,北京市,北京市市辖区,顺义区,116.70209,40.212813
115,115,北京顺义新日电动车(直营),北京顺义南法信博大建材城底商,"116.619529,40.128503",13501267347,北京市,北京市市辖区,顺义区,116.619529,40.128503
116,116,贾秋菊,北京市顺义区南彩镇俸伯小学对面隆华生活超市,"116.716555,40.133952",13811828014,北京市,北京市市辖区,顺义区,116.716555,40.133952
117,117,高丽营新日,高丽营镇,"116.50684744119646,40.16835447294124",18001181331,北京市,北京市市辖区,顺义区,116.50684744119646,40.16835447294124
118,118,赵全营新日,赵全营镇,"116.59672424197197,40.212279927751815",18201063251,北京市,北京市市辖区,顺义区,116.59672424197197,40.212279927751815
119,119,北京顺义天竺新日店,南平街1号,"116.602866,40.046461",15330221607,北京市,北京市市辖区,顺义区,116.602866,40.046461
120,120,北京回龙观浩帅自行车行,北京昌平区回龙观回龙园东北门平房3号,"116.341157,40.084065",18610945328,北京市,北京市市辖区,昌平区,116.341157,40.084065
121,121,北京宏阳辉宏电动自行车经销处,北京市昌平区北七家镇东二旗市场院内新日电动车,"116.444305,40.069004",13693547919,北京市,北京市市辖区,昌平区,116.444305,40.069004
122,122,北京宇彤佳美商贸有限公司,北京市海淀区西三旗建材城西路85-32,"116.335164,40.059935",13621388437,北京市,北京市市辖区,昌平区,116.335164,40.059935
123,123,北京宏明瑞达商贸中心,北京市昌平区南口镇南口村72号,"116.12751,40.251606",13261862522,北京市,北京市市辖区,昌平区,116.12751,40.251606
124,124,北京北七家王树军商店,北京昌平区北七家镇平西府白庙中街,"116.385903,40.103141",13520332838,北京市,北京市市辖区,昌平区,116.385903,40.103141
125,125,北京昌平西路新日专卖店,北京昌平区昌平镇西关路10,"116.22406,40.223887",13301054990,北京市,北京市市辖区,昌平区,116.22406,40.223887
126,126,北京顶尚新瑞贸易有限公司(直营),北京昌平区天通苑利康虹桥市场东南排20-22号,"116.444015,40.069693",18501220937,北京市,北京市市辖区,昌平区,116.444015,40.069693
127,127,北京昌平区任为德(直营),北京市昌平区天通苑东三区49号楼东侧利康虹桥新发综合市场24号,"116.442909,40.072035",15910686228,北京市,北京市市辖区,昌平区,116.442909,40.072035
128,128,北京天成乐嘉商贸有限公司(直营),北京市昌平百善镇牛房圈村南,"116.352955,40.144325",13716565320%uFF1B15699751586,北京市,北京市市辖区,昌平区,116.352955,40.144325
129,129,北京回龙观六合电动自行车行(直营),北京市昌平区回龙观城北交易市场生活区14号门,"116.342188,40.059295",15810613222%u300115330214193,北京市,北京市市辖区,昌平区,116.342188,40.059295
130,130,昌平区沙河新日专卖店,沙河镇,"116.26872628927231,40.12459336224032",15010921101,北京市,北京市市辖区,昌平区,116.26872628927231,40.12459336224032
131,131,白房市场新日店,天通苑北街道,"116.44172474741937,40.07038292723894",13683147271,北京市,北京市市辖区,昌平区,116.44172474741937,40.07038292723894
132,132,东沙各庄新日专卖店,北七家镇,"116.40908360481265,40.1279034944661",13241894379,北京市,北京市市辖区,昌平区,116.40908360481265,40.1279034944661
133,133,回龙观新日,龙泽园街道,"116.32314428687097,40.08415018762737",18610945328,北京市,北京市市辖区,昌平区,116.32314428687097,40.08415018762737
134,134,北京程利俊服装超市,北七家,"116.434849,40.135927",15311582815,北京市,北京市市辖区,昌平区,116.434849,40.135927
135,135,台铃电动车,百沙路184号附近,"116.299656,40.153648",18911887309,北京市,北京市市辖区,昌平区,116.299656,40.153648
136,136,北京汇银伟业商贸有限公司,北京市大兴区黄村西大街16号,"116.336181,39.731567",13716522406,北京市,北京市市辖区,大兴区,116.336181,39.731567
137,137,北京佳伟永华商贸中心,北京大兴区狼垡1村1号,"116.280447,39.778869",13126671050,北京市,北京市市辖区,大兴区,116.280447,39.778869
138,138,北京北星路新日电动车专卖店(直营),北京大兴区北星路吉星德亿家居广场,"116.334346,39.777887",13311277528,北京市,北京市市辖区,大兴区,116.334346,39.777887
139,139,北京市大兴区旧宫镇（吴强）,北京市大兴区旧宫镇天上天,"116.451204,39.808075",13522643610%uFF1B15210306833,北京市,北京市市辖区,大兴区,116.451204,39.808075
140,140,北京汇银伟业商贸有限公司,北京市大兴区安定镇街南120号,"116.499929,39.617623",13552909023,北京市,北京市市辖区,大兴区,116.499929,39.617623
141,141,北京美运达商贸有限公司,北京市怀柔区眼镜店北京新日专卖店,"116.642349,40.315704",13521498391,北京市,北京市市辖区,怀柔区,116.642349,40.315704
142,142,北京南小街新日专卖店,北京南小街新日专卖店,"116.649143,40.171531",18515353514,北京市,北京市市辖区,怀柔区,116.649143,40.171531
143,143,北京雨骑商贸有限公司,北京市平谷区峪口镇峪阳东大街31号,"117.008759,40.184046",15801572356,北京市,北京市市辖区,平谷区,117.008759,40.184046
144,144,齐各庄,王辛庄镇,"117.11145088076591,40.15913467191977",15910475703,北京市,北京市市辖区,平谷区,117.11145088076591,40.15913467191977
145,145,平谷区大华山新日店,大华山镇大华山大街122号,"117.073393,40.276599",18210080010,北京市,北京市市辖区,平谷区,117.073393,40.276599
146,146,北京鑫泰万隆电动自行车商行,北京市密云县长安东区4-6号,"116.843461,40.371178",13621273900,北京市,北京市市辖区,密云区,116.843461,40.371178
147,147,北京致胜商贸中心(直营),北京沙河沙洋楼口南50米路西,"116.854667,40.3865",15010921101;15210334377,北京市,北京市市辖区,密云区,116.854667,40.3865
148,148,北京市黎仁兴泰五金商店(直营),北京市密云县云光环岛西1000米季庄53楼13-7门脸,"116.827728,40.374835",13241354700,北京市,北京市市辖区,密云区,116.827728,40.374835
149,149,北京延庆新日专卖店（曹宝林）(直营),北京延庆县日上市场院外,"116.003985,40.462852",13381206075,北京市,北京市市辖区,延庆区,116.003985,40.462852
150,150,北京夏都追风鸟新日电动车商行(直营),北京市延庆县妫水北街12号新风大酒店南80米102100,"115.97857,40.458797",13621343322,北京市,北京市市辖区,延庆区,115.97857,40.458797
151,151,天津南开黄河道刘海明电动车经营部,天津南开黄河道不锈钢城西侧底商,"117.140571,39.137309",18649028336,天津市,天津市市辖区,南开区,117.140571,39.137309
152,152,天津市西青区邹小华电动车经营部,天津西青区中化镇密云一支路,"117.120652,39.130745",13752718663,天津市,天津市市辖区,南开区,117.120652,39.130745
153,153,天津市润玉商贸有限公司,天津市东丽区军粮城镇,"117.314324,39.086569",13682113567,天津市,天津市市辖区,东丽区,117.314324,39.086569
154,154,天津市东丽区朱立国自行车修理部,天津市东丽区丰年村街丰年北里6号楼4,"117.340267,39.084195",13920994560,天津市,天津市市辖区,东丽区,117.340267,39.084195
155,155,天津市东丽区军粮城镇三亚专卖店(直营),天津市东丽区军粮城镇电动车一条街,"117.25893,39.182384",15222271116,天津市,天津市市辖区,东丽区,117.25893,39.182384
156,156,天津市东丽区军粮城店,新立街道,"117.42751970887183,39.066219428656346",13682113567,天津市,天津市市辖区,东丽区,117.42751970887183,39.066219428656346
157,157,天津市东丽区丰年村店,丰年村街道,"117.33810424804689,39.085606027498024",13920994560,天津市,天津市市辖区,东丽区,117.33810424804689,39.085606027498024
158,158,天津市东丽区习山电动自行车销售中心,天津市东丽区华明镇,"117.374853,39.168745",15122866212,天津市,天津市市辖区,东丽区,117.374853,39.168745
159,159,天津市北辰区俊盈电动自行车经营部(直营),天津市北辰区铁东路天盈道四支路9号,"117.17676,39.223216",13278149888,天津市,天津市市辖区,北辰区,117.17676,39.223216
160,160,天津市北辰区店,集贤里街道,"117.13330417871477,39.22442219846284",13821266205,天津市,天津市市辖区,北辰区,117.13330417871477,39.22442219846284
161,161,天津市武清区茂隆电动自行车销售部,天津市武清区黄花店镇,"116.908283,39.352134",13612175202,天津市,天津市市辖区,武清区,116.908283,39.352134
162,162,天津市武清区冯利电动自行车销售部,武清区梅厂镇津围公路西侧,"117.200734,39.370178",13612106487,天津市,天津市市辖区,武清区,117.200734,39.370178
163,163,天津市武清县河西务镇新日电动车门市部(直营),天津市武清县河西务镇,"116.960051,39.623557",13820825737,天津市,天津市市辖区,武清区,116.960051,39.623557
164,164,天津市武清区梅厂镇店,梅厂镇,"117.199,39.373482",13612106487,天津市,天津市市辖区,武清区,117.199,39.373482
165,165,天津市武清区黄花店镇店,黄花店镇,"116.90828293561935,39.35212931541252",13612175202,天津市,天津市市辖区,武清区,116.90828293561935,39.35212931541252
166,166,天津市宝坻区新石自行车经营部,天津市宝坻区新开口镇农行东侧200米,"117.205392,39.680552",18902019158,天津市,天津市市辖区,宝坻区,117.205392,39.680552
167,167,天津市武清区下伍旗镇新日专卖店(直营),天津市武清区河北屯镇李大人庄村五区四排71号,"117.129182,39.579752",15822980642,天津市,天津市市辖区,宝坻区,117.129182,39.579752
168,168,天津市宝坻区幸福家联电动车商行(直营),宝坻区岳园小区,"117.303115,39.722383",18822003281,天津市,天津市市辖区,宝坻区,117.303115,39.722383
