,activeCity,appHotLevel,cityAbbrCode,cityAreaCode,cityEnName,cityId,cityLevel,cityName,cityOrderId,cityPyName,directURL,gLat,gLng,overseasCity,parentCityId,provinceId,scenery,standardEnName,tuanGouFlag
20,True,0,DM,0310,daming,563,100,大名县,890,daming,,36.28558,115.14788,False,27,3,False,,1
21,True,0,DX,0312,dingxing,506,100,定兴县,1092,dingxing,,39.26315,115.8079,False,29,3,False,,1
22,True,0,DZ,0312,dingzhou,497,100,定州市,1096,dingzhou,,38.51626,114.99025,False,29,3,False,,1
23,True,0,DG,0317,dongguang,534,100,东光县,1110,dongguang,,37.88812,116.53707,False,32,3,False,,1
24,True,0,FX,0310,feixiang,566,100,肥乡区,1290,feixiang,,36.54811,114.80002,False,27,3,False,,1
25,True,0,FN,0314,fengning,474,100,丰宁满族自治县,1314,fengning,,41.20894,116.64591,False,31,3,False,,1
26,True,0,FN,0335,funingqu,478,100,抚宁区,1410,funing,,39.87624,119.24477,False,26,3,False,,1
27,True,0,FC,0318,fucheng,527,100,阜城县,1426,fucheng,,37.86249,116.17585,False,34,3,False,,1
28,True,0,FP,0312,fuping,515,100,阜平县,1434,fuping,,38.84922,114.1951,False,29,3,False,,1
29,True,1,GPD,0312,gaopaidian,500,100,高碑店市,1518,gaobeidian,,39.32658,115.87373,False,29,3,False,,1
30,True,0,GY,0312,gaoyang,511,100,高阳县,1544,gaoyang,,38.70007,115.77884,False,29,3,False,,1
31,True,0,GY,0311,gaoyi,449,100,高邑县,1548,gaoyi,,37.61493,114.61148,False,24,3,False,,1
32,True,1,GC,0311,gaocheng,440,100,藁城区,1556,gaocheng,,38.02231,114.85376,False,24,3,False,,1
33,True,0,GY,0313,guyuanxian,459,100,沽源县,1636,guyuanxian,,41.66971,115.68862,False,30,3,False,,1
34,True,0,GA,0316,guan,491,100,固安县,1658,guan,,39.43825,116.29852,False,33,3,False,,1
35,True,0,GC,0318,gucheng,525,100,故城县,1668,gucheng,,37.34748,115.96581,False,34,3,False,,1
36,True,0,GT,0310,guantao,571,100,馆陶县,1680,guantao,,36.5478,115.28236,False,27,3,False,,1
37,True,0,GP,0310,guangping,570,100,广平县,1714,guangping,,36.48345,114.9485,False,27,3,False,,1
38,True,0,GP,0319,guangzong,554,100,广宗县,1724,guangzong,,37.07463,115.14261,False,28,3,False,,1
39,True,0,HX,0317,haixing,535,100,海兴县,1798,haixing,,38.14295,117.49776,False,32,3,False,,1
40,True,1,HD,0310,handan,27,100,邯郸,1812,handan,,36.612267,114.492968,False,0,3,False,,1
41,True,0,HJ,0317,hejian,531,100,河间市,1890,hejian,,38.44662,116.09963,False,32,3,False,,1
42,True,1,HS,0318,hengshui,34,100,衡水,1960,hengshui,,37.735302,115.69868,False,0,3,False,,1
43,True,0,HA,0313,huaianxian,463,100,怀安县,2062,huaianxian,,40.6743,114.38564,False,30,3,False,,1
44,True,0,HL,0313,huailai,465,100,怀来县,2070,huailai,,40.41538,115.51778,False,30,3,False,,1
45,True,1,HH,0317,huanghua,530,100,黄骅市,2106,huanghua,,38.37139,117.33012,False,32,3,False,,1
46,True,0,JZ,0310,jizhe,569,100,鸡泽县,2202,jizhe,,36.92031,114.8782,False,27,3,False,,1
47,True,0,JZ,0318,jizhou,518,100,冀州区,2266,jizhou,,37.55085,115.57938,False,34,3,False,,1
48,True,1,JZ,0311,jinzhoushi,441,100,晋州市,2488,jinzhoushi,,38.03356,115.04409,False,24,3,False,,1
49,True,0,JJ,0311,jingjing,444,100,井陉县,2516,jingjing,,38.03225,114.14532,False,24,3,False,,1
50,True,0,JX,0318,jingxian,526,100,景县,2532,jingxian,,37.69234,116.2706,False,34,3,False,,1
51,True,0,JL,0319,julu,552,100,巨鹿县,2578,julu,,37.22107,115.03781,False,28,3,False,,1
52,True,0,KB,0313,kangbao,458,100,康保县,2668,kangbao,,41.85235,114.60035,False,30,3,False,,1
53,True,0,KC,0314,kuancheng,475,100,宽城满族自治县,2772,kuancheng,,40.61139,118.48535,False,31,3,False,,1
54,True,0,LS,0312,laishui,510,100,涞水县,2808,laishui,,39.39428,115.71378,False,29,3,False,,1
55,True,0,LY,0312,laiyuan,505,100,涞源县,2810,laiyuan,,39.36018,114.69424,False,29,3,False,,1
56,True,1,LF,0316,langfang,33,100,廊坊,2868,langfang,,39.521017,116.706651,False,0,3,False,,1
57,True,0,LT,0315,leting,485,100,乐亭县,2902,leting,,39.42564,118.91252,False,25,3,False,,1
58,True,0,LX,0312,lixian,517,100,蠡县,2938,lixian,,38.48806,115.5836,False,29,3,False,,1
59,True,0,LC,0319,lincheng,545,100,临城县,3074,lincheng,,37.4443,114.49898,False,28,3,False,,1
60,True,0,LX,0319,linxi,558,100,临西县,3102,linxi,,36.87082,115.50104,False,28,3,False,,1
61,True,0,LZ,0310,linzhang,561,100,临漳县,3124,linzhang,,36.33464,114.61955,False,27,3,False,,1
62,True,0,LS,0311,lingshou,448,100,灵寿县,3142,lingshou,,38.30864,114.38265,False,24,3,False,,1
63,True,0,LH,0314,longhua,473,100,隆化县,3224,longhua,,41.31381,117.73897,False,31,3,False,,1
64,True,0,LR,0319,longrao,548,100,隆尧县,3230,longrao,,37.35025,114.77031,False,28,3,False,,1
65,True,0,LL,0335,lulong,479,100,卢龙县,3254,lulong,,39.8918,118.89294,False,26,3,False,,1
66,True,1,LQ,0311,luquan,443,100,鹿泉区,3310,luquan,,38.08599,114.31354,False,24,3,False,,1
67,True,0,LC,0311,luancheng,446,100,栾城区,3334,luancheng,,37.9001,114.64775,False,24,3,False,,1
68,True,1,LN,0315,luannan,484,100,滦南县,3338,luannan,,39.50391,118.67402,False,25,3,False,,1
69,True,0,LP,0314,luanping,472,100,滦平县,3340,luanping,,40.94152,117.33281,False,31,3,False,,1
70,True,0,LZS,0315,luanxian,483,100,滦州市,3342,luanzhoushi,,39.74058,118.70351,False,25,3,False,,1
71,True,0,KC,0312,mancheng,501,100,满城区,3486,mancheng,,38.94892,115.32217,False,29,3,False,,1
72,True,0,MC,0317,mengcun,541,100,孟村回族自治县,3576,mengcun,,38.05345,117.10414,False,32,3,False,,1
73,True,0,NQ,0319,neiqiu,546,100,内丘县,3728,neiqiu,,37.28678,114.51207,False,28,3,False,,1
74,True,0,NDH,0335,nandaihe,3595,100,南戴河,3774,nandaihe,,39.81084,119.40947,False,478,3,True,,1
75,True,0,NG,0319,nangong,542,100,南宫市,3782,nangong,,37.35795,115.40866,False,28,3,False,,1
76,True,0,NH,0319,nanhe,550,100,南和县,3784,nanhe,,37.00495,114.68378,False,28,3,False,,1
77,True,0,NP,0317,nanpi,538,100,南皮县,3806,nanpi,,38.03801,116.70808,False,32,3,False,,1
78,True,0,NJ,0319,ningjing,551,100,宁晋县,3890,ningjin,,37.6198,114.91932,False,28,3,False,,1
79,True,0,PQ,0314,pingquan,471,100,平泉市,4036,pingquan,,41.0184,118.70202,False,31,3,False,,1
80,True,0,PS,0311,pingshan,453,100,平山县,4040,pingshan,,38.24777,114.19605,False,24,3,False,,1
81,True,0,PX,0319,pingxiangxian,555,100,平乡县,4050,pingxiangxian,,37.06319,115.03007,False,28,3,False,,1
82,True,1,QA,0315,qianan,482,100,迁安市,4180,qianan,,39.99836,118.70073,False,25,3,False,,1
83,True,0,QX,0315,qianxi,486,100,迁西县,4182,qianxi,,40.14153,118.3146,False,25,3,False,,1
84,True,1,QHD,0335,qinhuangdao,26,100,秦皇岛,4216,qinhuangdao,,39.935377,119.600492,False,0,3,False,,1
85,True,0,QL,0335,qinglong,480,100,青龙满族自治县,4240,qinglong,,40.40745,118.94998,False,26,3,False,,1
86,True,0,QX,0317,qingxian,533,100,青县,4250,qingxian,,38.58381,116.80405,False,32,3,False,,1
87,True,0,QH,0319,qinghe,557,100,清河县,4260,qinghe,,37.03993,115.66718,False,28,3,False,,1
88,True,0,QY,0312,bdqingyuan,502,100,清苑区,4280,qingyuan,,38.76526,115.48989,False,29,3,False,,1
89,True,0,QX,0310,qiuxian,568,100,邱县,4312,qiuxian,,36.8111,115.18657,False,27,3,False,,1
90,True,0,QY,0312,quyang,514,100,曲阳县,4326,quyang,,38.6223,114.74501,False,29,3,False,,1
91,True,0,QZ,0310,quzhouxian,573,100,曲周县,4328,quzhouxian,,36.76516,114.95768,False,27,3,False,,1
92,True,0,RY,0318,raoyang,523,100,饶阳县,4352,raoyang,,38.23533,115.72574,False,34,3,False,,1
93,True,0,RQ,0317,renqiu,529,100,任丘市,4366,renqiu,,38.68344,116.08419,False,32,3,False,,1
94,True,0,RX,0319,renxian,549,100,任县,4368,renxian,,37.12092,114.67132,False,28,3,False,,1
95,True,0,RCX,0312,rongchengxian,3517,100,容城县,4390,rongchengxian,,39.04285,115.86164,False,29,3,False,,1
96,True,1,SH,0316,sanhe,490,100,三河市,4478,sanhe,,39.98246,117.07822,False,33,3,False,,1
97,True,1,SH,0319,shahe,543,100,沙河市,4518,shahe,,36.85516,114.50332,False,28,3,False,,1
98,True,0,SY,0313,shangyi,460,100,尚义县,4604,shangyi,,41.07606,113.96933,False,30,3,False,,1
99,True,0,SX,0310,shexian,564,100,涉县,4630,shexian,,36.58495,113.69142,False,27,3,False,,1
100,True,0,SZ,0311,shenzhe,450,100,深泽县,4634,shenzhe,,38.18411,115.20094,False,24,3,False,,1
101,True,0,SZ,0318,shenzhou,519,100,深州市,4638,shenzhou,,38.0011,115.55988,False,34,3,False,,1
102,True,1,SJZ,0311,shijiazhuang,24,4,石家庄,4718,shijiazhuang,,38.04232,114.514864,False,0,3,False,,1
103,True,0,SP,0312,shunping,507,100,顺平县,4814,shunping,,38.83759,115.13543,False,29,3,False,,1
104,True,0,SN,0317,suning,537,100,肃宁县,4906,suning,,38.42276,115.82977,False,32,3,False,,1
105,True,1,TS,0315,tangshan,25,100,唐山,5058,tangshan,,39.630476,118.180407,False,0,3,False,,1
106,True,0,TX,0312,tangxian,508,100,唐县,5060,tangxian,,38.7479,114.98295,False,29,3,False,,1
107,True,0,WQ,0313,wanquan,464,100,万全区,5270,wanquan,,40.76695,114.74054,False,30,3,False,,1
108,True,0,WD,0312,wangdu,509,100,望都县,5290,wangdu,,38.69561,115.15441,False,29,3,False,,1
109,True,0,WX,0319,xtweixian,556,100,威县,5310,weixian,,36.97542,115.26669,False,28,3,False,,1
110,True,0,WC,0314,weichang,476,100,围场满族蒙古族自治县,5320,weichang,,41.93846,117.7601,False,31,3,False,,1
111,True,0,WX,0310,hdweixian,572,100,魏县,5356,weixian,,36.35991,114.93882,False,27,3,False,,1
112,True,0,WA,0316,wenan,495,100,文安县,5376,wenan,,38.87325,116.45784,False,33,3,False,,1
113,True,0,WJ,0311,wuji,452,100,无极县,5468,wuji,,38.17923,114.97642,False,24,3,False,,1
114,True,0,WQ,0317,wuqiao,539,100,吴桥县,5482,wuqiao,,37.6277,116.39154,False,32,3,False,,1
115,True,1,WA,0310,wuan,559,100,武安市,5516,wuan,,36.69655,114.20354,False,27,3,False,,1
116,True,0,WQ,0318,wuqiang,522,100,武强县,5540,wuqiang,,38.0412,115.98253,False,34,3,False,,1
117,True,0,WY,0318,wuyi,521,100,武邑县,5560,wuyi,,37.8018,115.8875,False,34,3,False,,1
118,True,0,XX,0317,xianxian,540,100,献县,5708,xianxian,,38.19025,116.12278,False,32,3,False,,1
119,True,0,XH,0316,xianghe,493,100,香河县,5720,xianghe,,39.76142,117.00645,False,33,3,False,,1
120,True,1,XJ,0311,xinji,439,100,辛集市,5780,xinji,,37.94317,115.21792,False,24,3,False,,1
121,True,0,XH,0319,xinhe,553,100,新河县,5812,xinhe,,37.52092,115.25093,False,28,3,False,,1
122,True,0,XL,0311,xinle,442,100,新乐市,5828,xinle,,38.34338,114.68384,False,24,3,False,,1
123,True,0,XL,0314,xinglong,470,100,兴隆县,5900,xinglong,,40.41729,117.50094,False,31,3,False,,1
124,True,0,XT,0311,xingtang,447,100,行唐县,5918,xingtang,,38.43838,114.55274,False,24,3,False,,1
125,True,1,XT,0319,xingtai,28,100,邢台,5920,xingtai,,37.070589,114.504874,False,0,3,False,,1
126,True,0,XTX,0319,xingtaixian,544,100,邢台县,5922,xingtaixian,,37.14661,114.16119,False,28,3,False,,1
127,True,0,XX,0312,xiongxian,513,100,雄县,5926,xiongxian,,38.99446,116.10879,False,29,3,False,,1
128,True,0,XS,0312,xushui,504,100,徐水区,5946,xushui,,39.01865,115.65586,False,29,3,False,,1
129,True,0,XH,0313,xuanhua,456,100,宣化区,5970,xuanhua,,40.55446,115.02883,False,30,3,False,,1
130,True,0,YX,0313,weixian,461,100,蔚县,5998,yuxian,,39.84072,114.58897,False,30,3,False,,1
131,True,0,YS,0317,yanshan,536,100,盐山县,6074,yanshan,,38.05817,117.23064,False,32,3,False,,1
132,True,0,YY,0313,yangyuan,462,100,阳原县,6124,yangyuan,,40.10349,114.15058,False,30,3,False,,1
133,True,0,YX,0312,bdyixian,503,100,易县,6246,yixian,,39.34926,115.49752,False,29,3,False,,1
134,True,0,YN,0310,yongnian,567,100,永年区,6336,yongnian,,36.74237,114.54362,False,27,3,False,,1
135,True,0,YQ,0316,yongqing,492,100,永清县,6342,yongqing,,39.32165,116.49869,False,33,3,False,,1
136,True,0,YT,0315,yutian,487,100,玉田县,6432,yutian,,39.9005,117.73881,False,25,3,False,,1
137,True,0,YS,0311,yuanshi,454,100,元氏县,6446,yuanshi,,37.76646,114.52547,False,24,3,False,,1
138,True,0,ZH,0311,zanhuang,451,100,赞皇县,6516,zanhuang,,37.66582,114.38603,False,24,3,False,,1
139,True,0,ZQ,0318,zaoqiang,520,100,枣强县,6518,zaoqiang,,37.51337,115.72418,False,34,3,False,,1
140,True,0,ZB,0313,zhangbei,457,100,张北县,6552,zhangbei,,41.15892,114.72008,False,30,3,False,,1
141,True,1,ZJK,0313,zhangjiakou,30,100,张家口,6560,zhangjiakou,,40.767576,114.885951,False,0,3,False,,1
142,True,0,ZX,0311,zhaoxian,455,100,赵县,6592,zhaoxian,,37.75631,114.77616,False,24,3,False,,1
143,True,0,ZD,0311,zhengding,445,100,正定县,6636,zhengding,,38.14618,114.57096,False,24,3,False,,1
144,True,0,ZL,0313,zhuolu,466,100,涿鹿县,6732,zhuolu,,40.37975,115.20529,False,30,3,False,,1
145,True,1,ZZ,0312,zhuozhou,498,100,涿州市,6734,zhuozhou,,39.48529,115.97439,False,29,3,False,,1
146,True,1,ZH,0315,zunhua,481,100,遵化市,6774,zunhua,,40.18924,117.96567,False,25,3,False,,1
0,True,0,AZ,0357,anzhe,637,100,安泽县,198,anze,,36.14779,112.2501,False,44,4,False,,1
1,True,0,BD,0350,baode,618,100,保德县,380,baode,,39.02236,111.08584,False,43,4,False,,1
2,True,1,CZ,0355,changzhi,38,100,长治,702,changzhi,,36.195386,113.116255,False,0,4,False,,1
3,True,0,CZ,0355,changzi,598,100,长子县,704,changzi,,36.12222,112.87795,False,38,4,False,,1
4,True,0,DN,0357,daning,642,100,大宁县,892,daning,,36.46521,110.75278,False,44,4,False,,1
5,True,1,DT,0352,datong,36,100,大同,912,datong,,40.076816,113.300126,False,0,4,False,,1
6,True,0,DX,0350,daixian,610,100,代县,946,daixian,,39.06685,112.96022,False,43,4,False,,1
7,True,0,DX,0350,dingxiang,608,100,定襄县,1090,dingxiang,,38.47349,112.95725,False,43,4,False,,1
8,True,0,FZ,0350,fanzhi,611,100,繁峙县,1264,fanzhi,,39.18891,113.26543,False,43,4,False,,1
9,True,0,FS,0358,fangshan,652,100,方山县,1270,fangshan,,37.8947,111.24396,False,45,4,False,,1
10,True,0,FX,0357,fenxi,645,100,汾西县,1306,fenxi,,36.65283,111.56377,False,44,4,False,,1
11,True,1,FY,0358,fengyang,647,100,汾阳市,1308,fenyang,,37.26126,111.77042,False,45,4,False,,1
12,True,0,FS,0357,fushan,638,100,浮山县,1386,fushan,,35.96804,111.84943,False,44,4,False,,1
13,True,1,GP,0356,gaoping,602,100,高平市,1530,gaoping,,35.79807,112.92358,False,39,4,False,,1
14,True,1,GJ,0351,gujiao,574,100,古交市,1640,gujiao,,37.90714,112.17588,False,35,4,False,,1
15,True,0,GX,0357,guxian,636,100,古县,1650,guxian,,36.2665,111.92032,False,44,4,False,,1
16,True,0,GL,0352,guangling,584,100,广灵县,1708,guangling,,39.7602,114.28257,False,36,4,False,,1
17,True,0,HS,0354,heshun,623,100,和顺县,1874,heshun,,37.32963,113.57032,False,41,4,False,,1
18,True,1,HJ,0359,hejin,3502,100,河津市,1892,hejin,,35.59632,110.71187,False,42,4,False,,1
19,True,0,HQ,0350,hequ,617,100,河曲县,1902,hequ,,39.38456,111.13837,False,43,4,False,,1
20,True,0,HD,0357,hongdong,635,100,洪洞县,1978,hongdong,,36.25368,111.67493,False,44,4,False,,1
21,True,1,HM,0357,houma,630,100,侯马市,1988,houma,,35.61924,111.37208,False,44,4,False,,1
22,True,0,HG,0355,huguan,597,100,壶关县,2000,huguan,,36.11563,113.20706,False,38,4,False,,1
23,True,0,HRS,0349,huairen,581,100,怀仁市,2074,huairenshi,,39.8189,113.1286,False,40,4,False,,1
24,True,0,HY,0352,hunyuan,586,100,浑源县,2174,hunyuan,,39.69353,113.69937,False,36,4,False,,1
25,True,1,HZ,0357,huozhou,631,100,霍州市,2192,huozhou,,36.56869,111.75521,False,44,4,False,,1
26,True,0,JX,0357,lfjixian,639,100,吉县,2244,jixian,,36.09814,110.68184,False,44,4,False,,1
27,True,0,JSX,0359,jishanxian,3521,100,稷山县,2264,jishanxian,,35.60401,110.98311,False,42,4,False,,1
28,True,0,JX,0359,jiangxian,3523,100,绛县,2402,jiangxian,,35.49146,111.56878,False,42,4,False,,1
29,True,0,JC,0358,jiaocheng,656,100,交城县,2404,jiaocheng,,37.55168,112.15576,False,45,4,False,,1
30,True,0,JK,0358,jiaokou,655,100,交口县,2406,jiaokou,,36.98218,111.18119,False,45,4,False,,1
31,True,1,JX,0354,jiexiu,620,100,介休市,2428,jiexiu,,37.0271,111.91672,False,41,4,False,,1
32,True,1,JC,0356,jincheng,39,100,晋城,2480,jincheng,,35.49087,112.851768,False,0,4,False,,1
33,True,1,JZ,0354,jinzhong,41,100,晋中,2486,jinzhong,,37.687204,112.752636,False,0,4,False,,1
34,True,0,JL,0350,jingle,613,100,静乐县,2552,jingle,,38.35911,111.93928,False,43,4,False,,1
35,True,0,KL,0350,kelan,616,100,岢岚县,2732,kelan,,38.70424,111.57306,False,43,4,False,,1
36,True,0,LX,0358,lanxian,654,100,岚县,2854,lanxian,,38.27939,111.67195,False,45,4,False,,1
37,True,0,LC,0355,licheng,596,100,黎城县,2932,licheng,,36.50231,113.38715,False,38,4,False,,1
38,True,1,LF,0357,linfen,44,100,临汾,3076,linfen,,36.087743,111.51885,False,0,4,False,,1
39,True,0,LX,0358,linxian,651,100,临县,3110,linxian,,37.95106,110.99208,False,45,4,False,,1
40,True,0,LYX,0359,yclinyixian,3518,100,临猗县,3114,linyi,,35.1447,110.77408,False,42,4,False,,1
41,True,0,LQ,0352,lingqiu,585,100,灵丘县,3136,lingqiu,,39.44243,114.2342,False,36,4,False,,1
42,True,0,LS,0354,lingshi,629,100,灵石县,3140,lingshi,,36.84788,111.77879,False,41,4,False,,1
43,True,0,LC,0356,lingchuan,606,100,陵川县,3156,lingchuan,,35.77512,113.28061,False,39,4,False,,1
44,True,0,LL,0358,liulin,653,100,柳林县,3172,liulin,,37.42902,110.88937,False,45,4,False,,1
45,True,0,LF,0351,loufan,577,100,娄烦县,3244,loufan,,38.06724,111.79738,False,35,4,False,,1
46,True,0,LCQ,0355,lucheng,591,100,潞城区,3324,luchengqu,,36.33418,113.22893,False,38,4,False,,1
47,True,1,LL,0358,lvliang,45,100,吕梁,3330,lvliang,,37.518972,111.144138,False,0,4,False,,1
48,True,0,NW,0350,ningwu,612,100,宁武县,3904,ningwu,,39.00147,112.3045,False,43,4,False,,1
49,True,0,PG,0350,pianguan,619,100,偏关县,4000,pianguan,,39.43615,111.50887,False,43,4,False,,1
50,True,0,PD,0353,pingding,589,100,平定县,4010,pingding,,37.8051,113.6296,False,37,4,False,,1
51,True,0,PLX,0359,pingluxian,3526,100,平陆县,4030,pingluxian,,34.82937,111.1939,False,42,4,False,,1
52,True,0,PS,0355,pingshun,595,100,平顺县,4042,pingshun,,36.20011,113.436,False,38,4,False,,1
53,True,0,PY,0354,pingyao,628,100,平遥县,4054,pingyao,,37.18936,112.17556,False,41,4,False,,1
54,True,0,PX,0357,puxian,641,100,蒲县,4090,puxian,,36.41175,111.09641,False,44,4,False,,1
55,True,0,QX,0354,qixian,627,100,祁县,4144,qixian,,37.35782,112.33559,False,41,4,False,,1
56,True,0,QS,0356,qinshui,604,100,沁水县,4218,qinshui,,35.69015,112.1866,False,39,4,False,,1
57,True,0,QX,0355,qinxian,600,100,沁县,4220,qinxian,,36.75608,112.69925,False,38,4,False,,1
58,True,0,QY,0355,qinyuan,601,100,沁源县,4224,qinyuan,,36.50009,112.3377,False,38,4,False,,1
59,True,0,QX,0351,qingxu,575,100,清徐县,4274,qingxu,,37.60736,112.35861,False,35,4,False,,1
60,True,0,QW,0357,quwo,632,100,曲沃县,4324,quwo,,35.64112,111.47571,False,44,4,False,,1
61,True,0,RC,0359,ruichengxian,3527,100,芮城县,4416,ruichengxian,,34.69365,110.69442,False,42,4,False,,1
62,True,0,SY,0349,shanyin,578,100,山阴县,4550,shanyin,,39.5264,112.8166,False,40,4,False,,1
63,True,0,SDQ,0355,changzhixian,592,100,上党区,4576,shangdangqu,,36.05312,113.05135,False,38,4,False,,1
64,True,0,SC,0350,shenchi,614,100,神池县,4640,shenchi,,39.09059,112.21103,False,43,4,False,,1
65,True,0,SL,0358,shilou,657,100,石楼县,4724,shilou,,36.99857,110.83469,False,45,4,False,,1
66,True,0,SY,0354,shouyang,625,100,寿阳县,4762,shouyang,,37.8951,113.1765,False,41,4,False,,1
67,True,1,SZ,0349,shuozhou,40,100,朔州,4816,shuozhou,,39.331149,112.432714,False,0,4,False,,1
68,True,0,TG,0354,taigu,626,100,太谷县,5008,taigu,,37.42124,112.55123,False,41,4,False,,1
69,True,1,TY,0351,taiyuan,35,4,太原,5022,taiyuan,,37.870554,112.550737,False,0,4,False,,1
70,True,0,TZ,0352,tianzhen,583,100,天镇县,5120,tianzhen,,40.42031,114.0907,False,36,4,False,,1
71,True,0,TLQ,0355,tunliu,594,100,屯留区,5234,tunliuqu,,36.31581,112.89199,False,38,4,False,,1
72,True,0,WRX,0359,wanrongxian,3519,100,万荣县,5274,wanrongxian,,35.41534,110.83781,False,42,4,False,,1
73,True,0,WS,0358,wenshui,648,100,文水县,5392,wenshui,,37.43809,112.02892,False,45,4,False,,1
74,True,0,WXX,0359,wenxixian,3520,100,闻喜县,5396,wenxixian,,35.35663,111.22472,False,42,4,False,,1
75,True,0,WT,0350,wutai,609,100,五台县,5506,wutai,,38.72812,113.2554,False,43,4,False,,1
76,True,0,WZ,0350,wuzai,615,100,五寨县,5512,wuzhai,,38.91065,111.84704,False,43,4,False,,1
77,True,0,WX,0355,wuxiang,599,100,武乡县,5550,wuxiang,,36.83789,112.8639,False,38,4,False,,1
78,True,0,XY,0354,xiyang,624,100,昔阳县,5634,xiyang,,37.61282,113.70718,False,41,4,False,,1
79,True,0,XX,0357,xixian,644,100,隰县,5656,xixian,,36.69335,110.94063,False,44,4,False,,1
80,True,0,XX,0359,xiaxian,3525,100,夏县,5682,xiaxian,,35.14128,111.22054,False,42,4,False,,1
81,True,0,XN,0357,xiangning,640,100,乡宁县,5712,xiangning,,35.97044,110.84697,False,44,4,False,,1
82,True,0,XF,0357,xiangfen,634,100,襄汾县,5736,xiangfen,,35.87619,111.44177,False,44,4,False,,1
83,True,0,XY,0355,xiangyuan,593,100,襄垣县,5740,xiangyuan,,36.53574,113.05154,False,38,4,False,,1
84,True,1,XY,0358,xiaoyi,646,100,孝义市,5770,xiaoyi,,37.1456,111.77899,False,45,4,False,,1
85,True,1,XZ,0350,xinzhou,43,100,忻州,5778,xinzhou,,38.416364,112.734269,False,0,4,False,,1
