,cityid,title,address,mobile,longitude,latitude
23,130100,绿源电动车(东回舍镇店),河北省石家庄市平山县东回舍镇,18348821447,114.10132741313,38.272325471441
24,130100,绿源电动车(岗南镇店),河北省石家庄市平山县岗南镇,13111578262,114.02582617289,38.327206557552
25,130100,绿源电动车(南甸镇店),河北省石家庄市平山县建设路,031182871318,114.13900034584,38.392978873417
26,130100,绿源电动车(中山东路店),河北省石家庄市平山县中山东路,13363829568,114.21122605232,38.263951243268
27,130100,绿源电动车(温塘镇专卖店),河北省石家庄市平山县温塘镇,13284430713,113.99536964805,38.263122369561
28,130100,绿源电动车(古月镇店),河北省石家庄市平山县古月镇新开路,13673182792,113.88657931579,38.292381388275
29,130100,绿源电动车(无极路专卖店),河北省石家庄市无极县无极西路65号,13463954333,114.97545633797,38.183434983155
30,130100,绿源电动车(香港路店),河北省石家庄市行唐县香港路133号,13832347836,114.56943539275,38.448476858958
31,130100,绿源电动车(马村镇店),河北省石家庄市元氏县马村镇,13582616942,114.51699411274,37.862651566394
32,130100,绿源电动车(槐泉东路店),河北省石家庄市赞皇县槐泉东路58号,15383015770,114.39681480913,37.67032595641
33,130100,绿源电动车(华安西路店),河北省石家庄市正定县曙光路华安西路37号,031188252566,114.56603316697,38.171788643807
34,130200,绿源电动车(港欣街店),河北省唐山市乐亭县海港区港欣街,15369592997,118.98436502758,39.240910024019
35,130200,绿源电动车(南大路店),河北省唐山市乐亭县南大路,03154626026,118.91855022018,39.429989571813
36,130200,绿源电动车(阎各庄店),河北省唐山市乐亭县阎各庄,13832564734,118.86851913903,39.336759225788
37,130200,绿源电动车(南大街专卖店),河北省唐山市滦南县和平广场33号,03153639966,118.68431175092,39.514289072407
38,130200,绿源电动车(复兴路专卖店),河北省唐山市路南区复兴路188号,2879272,118.21667671689,39.626834136352
39,130200,绿源电动车(昌盛大路店),河北省唐山市迁安市昌盛大路1062号昌盛大路,03157277166,118.70347135625,40.020617427203
40,130200,绿源电动车(五重安乡店),河北省唐山市迁安市五重安乡,7091659,118.66144739148,40.193696599433
41,130200,绿源电动车(赵店子镇店),河北省唐山市迁安市赵店子镇,15131509780,118.65957367104,39.93528664314
42,130300,绿源电动车(石门寨镇店),河北省秦皇岛市抚宁县251省道,18230286855,119.61775853732,40.102907701871
43,130400,绿源电动车(双庙村店),河北省邯郸市磁县讲武城镇从峰线,13700309525,114.32991425889,36.28950728232
44,130400,绿源电动车(滨河东路专卖店),河北省邯郸市峰峰矿区滨河东路,13171547462,114.22344442162,36.423940124439
45,130400,绿源电动车(人民路19店),河北省邯郸市广平县人民路中段91号,03102516669,114.95166552665,36.488533688573
46,130400,绿源电动车(平固店镇专卖店),河北省邯郸市广平县平固店镇大牙线,15133070667,115.07960999922,36.577568319023
47,130400,绿源电动车(王禅东路店),河北省邯郸市临漳县临漳镇王禅东路,15931042518,114.62102089431,36.337780886579
48,130400,绿源电动车(柳园镇店),河北省邯郸市临漳县柳园镇,13932024066,114.6027041548,36.180526265692
49,130400,绿源电动车(前屯村店),河北省邯郸市临漳县砖寨营乡前屯村,15931042518,114.69707606304,36.18187657715
50,130400,绿源电动车(牌坊路店),河北省邯郸市涉县牌坊路,18832044518,113.67576365226,36.566568326152
51,130400,绿源电动车(北安乐乡专卖店),河北省邯郸市武安市北安乐乡,15831813688,114.37114602832,36.789670998029
52,130400,绿源电动车（伯延镇店）,河北省邯郸市武安市伯延镇,15033087921,114.18710106287,36.624832033452
53,130400,绿源电动车(石洞乡店),河北省邯郸市武安市石洞乡,15233848880,114.03781485603,36.687826716775
54,130400,绿源电动车(桥西路店),河北省邯郸市武安市桥西路251号桥西路,15831825351,114.21315409583,36.694604406893
55,130400,绿源电动车(午汲镇专卖店),河北省邯郸市武安市,13111323607,114.16239804573,36.667554000977
56,130400,绿源电动车(阳邑镇店),河北省邯郸市武安市阳邑镇,15027910673,113.91120009562,36.737451611779
57,130400,绿源电动车(固镇店),河北省邯郸市武安市固镇,13730085556,113.97834969363,36.645950873836
58,130400,绿源电动车(泉上中心街店),河北省邯郸武安市泉上中心街1号,15081708075,114.24510144733,36.733381029287
59,130400,绿源电动车(赵店专卖店),河北省邯郸市武安市赵店,15511035796,114.32130318822,36.819370244013
60,130400,绿源电动车(新洺南路店),河北省邯郸市永年区新洺南路12号新洺路,0310.6827510,114.50081520928,36.777770021366
61,130500,绿源电动车(兴广路专卖店),河北省邢台市广宗县兴广路广播局对面,03197211288,115.15165339052,37.082200205775
62,130500,绿源电动车(新华南街店),河北省邢台市巨鹿县新华南街,03194332126,115.0422752449,37.218448646879
63,130500,绿源电动车(河西镇店),河北省邢台市临西县河西镇先锋路,03198598065,115.68127086446,36.861881199674
64,130500,绿源电动车(大张庄乡店),河北省邢台市隆尧县大张庄乡,17731921678,114.85695702597,37.407207144757
65,130500,绿源电动车(昭庆北街店),河北省邢台市隆尧县昭庆北街1号新华路,03196661115,114.78170692836,37.35951452769
66,130500,绿源电动车(大宁铺村店),河北省邢台市隆尧县尹村镇大宁铺村,13930906879,114.63628870627,37.395676721823
67,130500,绿源电动车(大孟村镇店),河北省邢台市内丘县矿京路,13103399688,114.48378703138,37.233132091577
68,130500,绿源电动车(郝桥镇店),河北省邢台市南和县郝桥镇,13933743001,114.83306823087,37.077623687605
69,130500,绿源电动车(中华路4店),河北省邢台市平乡县中华路25号中华路,13363798354,115.02642463758,37.0692866758
70,130500,绿源电动车(节固镇店),河北省邢台市平乡县节固镇中心街55号,13623199150,114.98310447262,37.098326782247
71,130500,绿源电动车(中兴西大街专卖店),河北省邢台市桥西区冶金北路96号中兴西大街4店,03192608985,114.48223753868,37.067466370099
72,130500,绿源电动车(南园路店),河北省邢台市桥东区南园路2店,03198338865,114.49922290983,37.064659299649
73,130500,绿源电动车(守敬北路店),河北省邢台市桥西区守敬北路365号守敬北路1店,03192136666,114.48798227255,37.08849973132
74,130500,绿源电动车(守敬北路506号专卖店),河北省邢台市桥西区守敬北路506号,3868668,114.48784263879,37.087621119294
75,130500,绿源电动车(中兴东大街店),河北省邢台市桥东区中兴东大街248号中兴东大街5店,03193868668,114.50390990743,37.068994973598
76,130500,绿源电动车(西北留村店),河北省邢台市桥西区李村乡西北留村,03192599191,114.43977357237,37.014763542843
77,130500,绿源电动车（329省道店）,河北省邢台市沙河市329省道,8613101,114.30732719361,36.887929911397
78,130500,绿源电动车(振堂路店),河北省邢台市新河县振堂路,0319476100115531966118,115.25106806495,37.529811107925
79,130600,绿源电动车(药市南大街店),河北省保定市安国市药市南大街,15128259939,115.32819563012,38.419499875568
80,130600,绿源电动车(卷子村店),河北省保定市定兴县杨村乡卷子村9区45号,13731262537,115.81003314428,39.151614933723
81,130600,绿源电动车(保阜路店),河北省保定市阜平县东寺大街76号保阜路,18633224997,114.21278182185,38.850004790867
82,130600,绿源电动车(庞口镇店),河北省保定市高阳县331省道,15720020020,115.92427435673,38.590124101058
83,130600,绿源电动车(富昌乡店),河北省保定市竞秀区天威西路1425号天威西路,15383320136,115.44643138548,38.870936407283
84,130600,绿源电动车(东鲁岗村 店),河北省保定市竞秀区韩村乡东鲁岗村 ,18931278055,115.46643784023,38.901551365055
85,130600,绿源电动车(江城乡店),河北保定竞秀区江城乡天威西路4129号,15230276620,115.39595071251,38.869638888512
86,130600,绿源电动车(南奇乡店),河北省保定市竞秀区南奇乡,13082320956,115.41181591896,38.922512244264
87,130600,绿源电动车(韩庄乡店),河北省保定市莲池区华电路206号华电路,18132769963,115.52442303757,38.891235383102
88,130600,绿源电动车(建国路店),河北省保定市竞秀区建国路,17778889952,115.43853145236,38.839539328588
89,130600,绿源电动车(西大街四专卖店),河北省保定市莲池区西大街29号西大街,,115.50614698134,38.86722853428
90,130600,绿源电动车(瑞祥大街店),河北省保定市莲池区瑞祥大街768号,17332139668,115.49626350197,38.907118229808
91,130600,绿源电动车(燕赵北街专卖店),河北省保定市满城县燕赵北街18号,03127181888,115.32958158329,38.959453702307
92,130600,绿源电动车(杨庄村店),河北省保定市清苑区大庄镇杨庄村,13931340640,115.64311385856,38.687304238148
93,130600,绿源电动车(冉庄村店),河北省保定市清苑区冉庄镇冉庄村,15131228368,115.37992152748,38.684128331708
94,130600,绿源电动车(南邓村店),河北省保定市清苑区南邓村温蠡路北侧,13273200636,115.50938476825,38.594805473735
95,130600,绿源电动车(党城乡店),河北省保定市曲阳县党城乡,18733849998,114.58332380552,38.743325647478
96,130600,绿源电动车(灵山镇店),河北省保定市曲阳县中兴大街,13102917183,114.65177482056,38.796175532121
97,130600,绿源电动车(古城乡店),河北省保定市唐县,15932244631,114.95690024892,38.69401792255
98,130600,绿源电动车(安肃镇店),河北省保定市徐水区城内北大街169号城内北大街,13472224608,115.66412141554,39.033378819735
99,130600,绿源电动车(大因镇店),河北省保定市徐水区,13833005062,115.72055509698,38.930776988607
100,130600,绿源电动车(正村乡店),河北省保定市徐水区永兴西路,13933273580,115.54579041027,39.039510987173
101,130600,绿源电动车(紫荆关镇店),河北省保定市易县紫荆关镇紫荆大街,15931274580,115.18012641113,39.433945405377
102,130800,绿源电动车(宁丰路店),河北省承德市丰宁满族自治县大阁镇宁丰路228号,03148274699,116.65308915913,41.218385829215
103,130800,绿源电动车(滦河大街专卖店),河北省承德市双滦区滦河大街114号滦河大街,03144219305,117.74898372748,40.961943615802
104,130800,绿源电动车(都统府大街专卖店),河北省承德市双桥区都统府大街,13032090318,117.94891717268,40.984728566012
105,130900,绿源电动车(新华街店),河北省沧州市泊头市新华街227号,03178299876,116.57796497762,38.079714023695
106,130900,绿源电动车(朝阳街专卖店),河北省沧州市运河区朝阳街36号朝阳街,15632731231,116.84333318028,38.301976772241
107,131100,绿源电动车(辰时镇店),河北省衡水市深州市282省道,031835692671,115.70518931335,38.06296233449
108,131100,绿源电动车(护驾迟镇专卖店),河北省衡水市深州市282省道中国移动通信(智富合作厅),15130868088,115.7164944835,37.894104557982
109,140100,绿源电动车(腾达北大街店),山西省太原市古交市金牛大街24号,15303516150,112.17476636367,37.918764170111
110,140100,绿源电动车(尖草坪街专卖店),山西省太原市杏花岭区尖草坪街道尖草坪街41号,18734866334,112.57813213935,37.921961222354
111,140100,绿源电动车(贞观街店),山西省太原市晋源区贞观街,13934538252,112.47364840422,37.723602830336
112,140100,绿源电动车(南大街店),山西省太原市娄烦县南大街,03515830551,111.81851042096,38.080054739277
113,140100,绿源电动车(徐沟镇店),山西省太原市清徐县徐沟镇,15234181886,112.5291198403,37.563475844187
114,140100,绿源电动车(西铭路专卖店),山西省太原市万柏林区西铭路107号西铭路,18636197372,112.4529734002,37.865993322112
115,140100,绿源电动车(东化南路专卖店),山西省太原市杏花岭区东化南路订好市场绿源专卖,,112.595994162,37.892380060689
116,140100,绿源电动车(尖草坪解放北路专卖店),山西省太原市尖草坪区解放北路108号,,112.56918047863,37.919798022988
117,140100,绿源电动车(体育路服务站),山西省太原市小店区二营盘街15号体育路,,112.57524098045,37.837846285702
118,140100,绿源电动车(迎新路专卖店),山西省太原市尖草坪区迎新路,15635186220,112.53986625586,37.957379114451
119,140100,绿源电动车(文源路专卖店),山西省太原市清徐县文源路南门十字口,,112.35374500721,37.615543617404
120,140100,绿源电动车(和平北路店),山西省太原市万柏林区和平街道和平北路,,112.50996102979,37.88061409083
121,140100,绿源电动车(和平南路店),山西省太原市万柏林区和平南路117号,13513516562,112.51711332101,37.850772981378
122,140100,绿源电动车(北格镇店),山西省太原市小店区北格镇,13313513406,112.54469674714,37.642560346222
123,140100,绿源电动车(康宁东街专卖店),山西省太原市小店区康宁东街,18903406801,112.5825423205,37.749429493397
124,140100,绿源电动车(人民南路专卖店),山西省太原市小店区人民南路19号,18903406801,112.57475445274,37.739071178624
125,140100,绿源电动车(二营盘街店),山西省太原市小店区二营盘街15号,03518338329,112.57549254567,37.837615353434
126,140100,绿源电动车（体育路专卖店）,山西省太原市小店区体育路9号体育路,03518338329,112.57498024111,37.841411288024
127,140100,绿源电动车(王村南街专卖店),山西省太原市小店区王村南街1号体育路3店,15103436590,112.57492802443,37.837276304837
128,140100,绿源电动车(长风街店),山西省太原市小店区长风街15号长风街,13835199459,112.58904668953,37.823813514538
129,140100,绿源电动车(坞城路店),山西省太原市长风街与坞城路交叉口33所68号绿源电动车专卖店,15513292218,112.5890872352,37.82369893662
130,140100,绿源电动车(解放北路专卖店),山西省太原市杏花岭区解放北路11号,3087726,112.56798436062,37.891892764073
131,140200,绿源电动车(法院对面店),山西省大同市矿务局新一区法院对面,03524507386,113.16278690274,40.026785395011
132,140200,绿源电动车(广泰西街店),山西省大同市广灵县广泰西街精华大厦楼下,18335280116,114.28370902236,39.770411135559
133,140200,绿源电动车(新华东街店),山西省大同市灵丘县新华东街1107号,03528601408,114.25284843655,39.446841028422
134,140400,绿源电动车(新建南路店),山西省长治市长治县新建南路,03558101518,113.05561152612,36.058359447293
135,140400,绿源电动车(迎宾街店),山西省长治市武乡县迎宾街119号迎宾街,03556393002,112.87589660236,36.840662338916
136,140500,绿源电动车(建设南路店),山西省晋城市高平市建设南路161号,18235668669,112.93446598711,35.793991945199
137,140500,绿源电动车(神农镇店),山西省晋城市高平市建设南路神农镇政府,18234663886,112.93634992052,35.794671227886
138,140500,绿源电动车(永录乡店),山西省晋城市高平市永录乡,13293860559,112.90337770199,35.86096053234
139,140500,绿源电动车(河滨南路店),山西省晋城市城区新市西街1391号,03563067676,112.8453672846,35.505765025093
140,140600,绿源电动车(广场路专卖店),山西省朔州市山阴县广场路岱岳站,15903495058,112.83444793056,39.526980417109
141,140600,绿源电动车(开发南路店),山西省朔州市朔城区开发南路26号,13934967517,112.44142051158,39.330838639166
142,140600,绿源电动车(长虹东街专卖店),山西省朔州市右玉县长虹东街,03498031393,112.47487942191,39.993150712302
143,140700,绿源电动车(泰山街北一巷1号店),山西省晋中市和顺县泰山街北一巷1号,18635091365,113.58170566551,37.334593127003
144,140700,绿源电动车(南王里村店),山西省晋中市介休市连福镇南王里村,03547467302,112.04792568672,37.097323438573
145,140700,绿源电动车(新建西路店),山西省晋中市介休市新建西路158号,03547228926,111.92713201879,37.027703777479
146,140700,绿源电动车(下曹麻村店),山西省晋中市介休市三佳乡下曹麻文泉绿源电动车,13593066306,111.99275174138,37.048312217128
147,140700,绿源电动车(义棠镇店),山西省晋中市介休市412县道,15534442824,111.84907966055,37.010533052742
148,140700,绿源电动车(张兰镇店),山西省晋中市介休市221省道,13152915505,112.07719659053,37.137724225014
149,140700,绿源电动车(中都中街专卖店),山西省晋中市平遥县中都中街53号,0354,112.18175816447,37.216990661158
150,140700,绿源电动车(创新北路与南外环路交叉口专卖店),山西省晋中市平遥县富城家园南外环路南50米,018306819407,112.19271131131,37.192924897776
151,140700,绿源电动车(洪善镇襄平线店),山西省晋中市平遥县襄平线,18035415209,112.25470252429,37.286261202123
152,140700,绿源电动车(左家堡村专卖店),山西省晋中市平遥县宁固镇左家堡村,15935446805,112.10088342332,37.220968985449
153,140700,绿源电动车(襄垣乡店),山西省晋中市平遥县襄垣乡襄平线,15535442207,112.29417621673,37.279214481302
154,140700,绿源电动车(福田路85号专卖店),山西省晋中市寿阳县福田路85号,03544624459,113.18673363202,37.896483022699
155,140700,绿源电动车(箕城东街店),山西省晋中市太谷县箕城东街阳光小区B18号,15303543025,112.57166613416,37.427219386083
156,140700,绿源电动车(昔阳步行街店),山西省晋中市昔阳县昔阳步行街,03544123645,113.7147498652,37.61822446752
157,140700,绿源电动车(北田镇店),山西省晋中市榆次区北田镇102省道,2733530,112.77813269231,37.587269018905
158,140700,绿源电动车(长凝镇店),山西省晋中市榆次区长凝镇318省道,18335443881,112.88780400761,37.64200028415
159,140700,绿源电动车（陵园东街店）,山西省晋中市左权县陵园东街汽车站旁三晋美佳装饰城南门口商铺,13935438829,113.38891560583,37.083950252355
160,140800,绿源电动车(晋铝西路店),山西省运城市河津市晋铝西路,13453989905,110.67634594994,35.645990134791
161,140800,绿源电动车(赵东路店),山西省运城市河津市赵东路,13994894001,110.78351388595,35.625413041885
162,140800,绿源电动车(大交镇店),山西省运城市绛县临磨线大交镇,13466942540,111.68361842441,35.638149388477
163,140800,绿源电动车(文公路店),山西省运城市绛县文公路城关加油站南100米,03596528798,111.5900803868,35.495522861087
164,140800,绿源电动车（北辛乡专卖店）,山西省运城市临猗县北辛乡,13191194042,110.59018022519,35.214797354234
165,140800,绿源电动车(临晋镇专卖店),山西省运城市临猗县临晋镇,15333046068,110.56205088429,35.099283976978
166,140800,绿源电动车(双塔南路店),山西省运城市临猗县双塔南路258号,13835990700,110.78421253643,35.14136974931
167,140800,绿源电动车(常乐镇店),山西省运城市平陆县常乐镇,15934440659,111.0241712512,34.787092897035
168,140800,绿源电动车(五一街店),山西省运城市平陆县五一街老太阳城大酒店旁,14797499333,111.22002670146,34.845066689881
169,140800,绿源电动车(华泰南路店),山西省运城市芮城县华泰南路,3025721,110.71577946656,34.694339712668
170,140800,绿源电动车(农民街4店),山西省运城市万荣县农民街,13097517177,110.84413058483,35.425707660103
171,140800,绿源电动车(北相镇店),山西省运城市盐湖区北相镇,13935908204,111.00240116484,35.021704689961
172,140800,绿源电动车(临陌线专卖店),山西省运城市盐湖区临陌线,13835899674,110.80615884676,34.999771416675
173,140800,绿源电动车(迎新东街店),山西省运城市永济市迎新东街家电市场,03598052098,110.45665841716,34.876834374529
174,140800,绿源电动车(舜王北街店),山西省运城市垣曲县舜王北街啤酒厂楼下,03596021789,111.67522320738,35.310525854901
175,140900,绿源电动车(东大街专卖店),山西省忻州市代县东大街54号,13994146465,112.96688659152,39.073887438923
176,140900,绿源电动车(城中街专卖店),山西省忻州市定襄县城中街汇金商厦A8号,13111201655,112.96619325419,38.496821843425
177,140900,绿源电动车(金砂线店),山西省忻州市繁峙县金砂线,15513238911,113.56304201733,39.272455621318
178,140900,绿源电动车(镇西路3店),山西省忻州市岢岚县镇西路,13994116825,111.56770892269,38.710572288445
179,140900,绿源电动车(光明西街店),山西省忻州市忻府区秀容街道光明西街11号,13994183619,112.74014099829,38.406627883898
180,140900,绿源电动车(崞阳镇专卖店),山西省忻州市原平市崞阳镇,13835070326,112.75708069629,38.894022273409
181,140900,绿源电动车(京原南路店),山西省忻州市原平市京原南路1938-2146号京原南路,8230688,112.72470951755,38.729484407748
182,141000,绿源电动车(尧山西路店),山西省临汾市浮山县老菜市场中段,03578125998,111.85563841328,35.981652037746
183,141000,绿源电动车(南王村专卖店),山西省临汾市洪洞县大槐树镇南王村,13753121916,111.71146342322,36.312840336925
184,141000,绿源电动车(涧桥北路店),山西省临汾市洪洞县涧桥北路,03576531666,111.6753602998,36.26311397357
185,141000,绿源电动车(广胜寺镇店),山西省临汾市洪洞县广胜寺镇,15536797294,111.79670723055,36.317385680117
186,141000,绿源电动车(龙马镇店),山西省临汾市洪洞县龙马镇,13753763759,111.56072659925,36.269213151137
187,141000,绿源电动车(明姜镇店),山西省临汾市洪洞县108国道,13835782421,111.73731918822,36.337982062946
188,141000,绿源电动车(万安镇店),万安镇政府对面,13233128282,111.58788834666,36.316090830093
189,141000,绿源电动车(丁陶大道专卖店),山西省临汾市襄汾县丁陶大道东丁陶大卖场电动车市场,13834877308,111.43354373721,35.888305484435
190,141100,绿源电动车(峪口镇店),山西省吕梁市方山县松峪线峪口镇,13593394126,111.22925233294,37.746383666562
191,141100,绿源电动车(沙河街店),山西省吕梁市交城县沙河街广场西200米原运输一公司,03583535982,112.1593354317,37.558456665767
192,141100,绿源电动车(秀容街店),山西省吕梁市岚县秀容街,13753880323,111.68259453262,38.28002726023
193,141100,绿源电动车(货源街专卖店),山西省吕梁市离石区货源街储蓄银行旁,03588252208,111.15304762638,37.523656977139
194,141100,绿源电动车(货源街服务站),山西省吕梁市离石区货源街22号货源街,03583388931,111.15262907623,37.52398245633
195,141100,绿源电动车（延安街专卖店）,山西省吕梁市石楼县延安街,13753392403,110.83321985211,37.007394617155
196,141100,绿源电动车(章多村专卖店),山西省吕梁市文水县城关镇章多村,13333581361,112.03209626625,37.454400524857
197,141100,绿源电动车(则天大街店),山西省吕梁市文水县则天大街,03583408568,112.04993851311,37.442736253325
198,141100,绿源电动车(刘胡兰镇店),山西省吕梁市文水县刘胡兰镇,03582348433,112.1988459659,37.403588206031
199,141100,绿源电动车(段马线店),山西省吕梁市文水县段马线,15935162896,111.95942595529,37.399610555799
200,141100,绿源电动车（307国道店）,山西省吕梁市文水县307国道,15135296613,112.02087954044,37.417255189458
201,141100,绿源电动车(锦绣路店),山西省吕梁市孝义市锦绣路,13453871223,111.71992378369,37.149440079975
202,141100,绿源电动车(南梧桐村专卖店),山西省吕梁市孝义市梧桐镇南梧桐村,13803482214,111.81188314665,37.112683495672
203,141100,绿源电动车(梧桐新区店),山西省吕梁市孝义市朝阳街梧桐新区,13191183439,111.79914495799,37.113514748721
204,141100,绿源电动车(新义街店),山西省吕梁市孝义市新义街628号新义街,13935819562,111.77735130842,37.148686471234
205,141100,绿源电动车(永义路店),山西省吕梁市孝义市永义路赵家庄,18534796202,111.78289723448,37.115076463902
206,141100,绿源电动车(中阳楼街店),山西省吕梁市孝义市冀孝线中阳楼街道,13593430487,111.81676296174,37.142139114856
207,141100,绿源电动车(晋绥东路店),山西省吕梁市兴县晋绥东路,13753898549,111.13818642581,38.468562959291
208,150100,绿源电动车(云中中路店),内蒙古自治区呼和浩特市托克托县云中中路,04718517283,111.2057195381,40.281986791276
209,150200,绿源电动车(南门外大街店),内蒙古自治区包头市东河区南门外大街17号,18648601961,110.03430010788,40.585194491231
210,150300,绿源电动车(瑞联大道店),内蒙古自治区阿拉善盟阿拉善左旗瑞联大道,15848350025,106.70655691032,39.442619571227
211,150300,绿源电动车(解放北路店),内蒙古自治区乌海市乌达区解放北路33-6号,15174714101,106.72119215675,39.510844642602
212,150400,绿源电动车(牛家营子镇店),内蒙古自治区赤峰市喀喇沁旗206省道,04763818011,118.79828225142,42.111334165334
213,150400,绿源电动车(乃林镇店),内蒙古自治区赤峰市喀喇沁旗平锦线,04763451778,119.28689233703,41.917824651089
214,150400,绿源电动车(大双庙镇店),内蒙古自治区赤峰市宁城县大双庙镇,13948965511,118.98522843467,41.496149937091
215,150400,绿源电动车(天义镇店),内蒙古自治区赤峰市宁城县天义镇兴隆街18-21号,04762280368,119.34022981202,41.602282888887
216,150400,绿源电动车(三中街街道店),内蒙古自治区赤峰市红山区三中街街道办事处楼下63-1号,04768223301,118.9678587889,42.285484457563
217,150400,绿源电动车(五三镇店),内蒙古自治区赤峰市松山区111国道（北辰市场附近）,13848899955,118.86749506928,42.302316032972
218,150400,绿源电动车(王府镇店),内蒙古自治区赤峰市松山区111国道（王府小学对过）,13848560730,118.4417467023,42.22425568587
219,150600,绿源电动车(树林召大街店),内蒙古自治区鄂尔多斯市达拉特旗树林召大街,15754775466,110.04008810223,40.410147454231
220,150600,绿源电动车(芒哈图路店),内蒙古自治区鄂尔多斯市鄂托克前旗芒哈图路,13848574957,107.4920286308,38.191861254228
221,150600,绿源电动车(嘎鲁图镇店),内蒙古自治区鄂尔多斯市乌审旗嘎鲁图镇世纪家园门口B座104,13848790223,108.84994048076,38.60560727728
222,150700,绿源电动车(中央大街店),内蒙古自治区呼伦贝尔市阿荣旗中央大街（中央街高三部与二小步行街内）,04704252797,123.47022679973,48.140369309062
223,150700,绿源电动车(中央路店),内蒙古自治区呼伦贝尔市根河市中央路,04705238845,121.54770276842,50.787509179052
224,150700,绿源电动车(兴安西街店),内蒙古自治区呼伦贝尔市海拉尔区兴安西街,04708378755,119.74776420002,49.222156067526
225,150800,绿源电动车(红卫中路店),内蒙古自治区巴彦淖尔市乌拉特前旗红卫中路,13847856960,108.65939888903,40.731955478523
226,150900,绿源电动车(文卫南路店),内蒙古自治区乌兰察布市察哈尔右翼后旗文卫南路,13190653768,113.19841199088,41.449400126178
227,150900,绿源电动车(哈尔大街店),内蒙古自治区乌兰察布市察哈尔右翼中旗察哈尔大街,15004742284,112.6372516652,41.28288328685
228,150900,绿源电动车(光明街店),内蒙古自治区乌兰察布市察哈尔右翼前旗光明街,04743910188,113.21317575637,40.792967427658
229,150900,绿源电动车(统建西路店),内蒙古自治区乌兰察布市四子王旗统建西路8号楼,04745217959,111.70317660032,41.539900532206
230,152200,绿源电动车(华丰街店),内蒙古自治区兴安盟突泉县华丰街,15024821101,121.56825274546,45.388317877858
231,210100,绿源电动车(观泉路店),辽宁省沈阳市大东区望花中街13号观泉路,13804973783,123.48531020508,41.858127607773
232,210100,绿源电动车(龙山东路店),辽宁省沈阳市法库县龙山东路,15840082266,123.43468887647,42.516925277123
233,210100,绿源电动车(依牛堡子镇店),辽宁省沈阳市法库县依牛堡子镇,13654068290,123.37243092955,42.220179926646
234,210100,绿源电动车(昆山西路店),辽宁省沈阳市皇姑区明廉街道昆山西路87号向阳小区,02486722221,123.38130032441,41.835308955123
235,210100,绿源电动车(康方家屯镇店),辽宁省沈阳市康平县胜利街道康平县中心幼儿园,02487349221,123.35514265623,42.749216231904
236,210100,绿源电动车(牛心坨乡店),辽宁省沈阳市辽中区304省道牛心坨镇,02487918257,122.5678304346,41.602455511036
